TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.25.40.340	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3270.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.12710	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.30.70	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.246.140	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.120.430	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1900.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.30.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.8.810	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.645.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.30.160	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.150.410	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.510	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.225.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.150.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1150.12	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.8.870	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.5.820	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1490.80	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1440.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.160.190	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.1040	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.10320	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1390.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.990.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.10730	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.650	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1820.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1340.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.390	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1280.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.420.10	-	1.00000000000921	9.2115632513576e-12	40	0	0	366	8395
